Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_172_562,VPWR,li1,264.7300,481.4400,1.799854
FILLER_172_559,VPWR,li1,263.3500,481.4400,1.799854
FILLER_172_556,VPWR,li1,261.9700,481.4400,1.799856
FILLER_172_553,VPWR,li1,260.5900,481.4400,1.799857
FILLER_172_550,VPWR,li1,259.2100,481.4400,1.799857
FILLER_172_530,VPWR,li1,249.7800,481.4400,1.799864
FILLER_172_527,VPWR,li1,248.6300,481.4400,1.799864
FILLER_172_514,VPWR,li1,242.4200,481.4400,1.799870
FILLER_172_494,VPWR,li1,233.4500,481.4400,1.799879
FILLER_172_466,VPWR,li1,220.3400,481.4400,1.799896
FILLER_172_463,VPWR,li1,219.1900,481.4400,1.799896
FILLER_172_460,VPWR,li1,217.8100,481.4400,1.799899
FILLER_172_457,VPWR,li1,216.4300,481.4400,1.799901
FILLER_172_454,VPWR,li1,215.0500,481.4400,1.799901
FILLER_172_451,VPWR,li1,213.6700,481.4400,1.799904
FILLER_172_448,VPWR,li1,212.2900,481.4400,1.799906
FILLER_172_445,VPWR,li1,210.9100,481.4400,1.799906
FILLER_172_442,VPWR,li1,209.5300,481.4400,1.799909
FILLER_172_439,VPWR,li1,208.1500,481.4400,1.799911
FILLER_172_436,VPWR,li1,206.7700,481.4400,1.799911
FILLER_172_433,VPWR,li1,205.3900,481.4400,1.799915
FILLER_172_430,VPWR,li1,204.0100,481.4400,1.799915
FILLER_172_421,VPWR,li1,199.4100,481.4400,1.799922
FILLER_172_417,VPWR,li1,198.0300,481.4400,1.799925
FILLER_172_414,VPWR,li1,196.6500,481.4400,1.799925
FILLER_172_411,VPWR,li1,195.2700,481.4400,1.799930
FILLER_172_408,VPWR,li1,193.8900,481.4400,1.799930
FILLER_172_398,VPWR,li1,189.0600,481.4400,1.799939
FILLER_172_395,VPWR,li1,187.9100,481.4400,1.799939
FILLER_172_383,VPWR,li1,182.3900,481.4400,1.799950
FILLER_172_380,VPWR,li1,181.0100,481.4400,1.799954
FILLER_172_377,VPWR,li1,179.6300,481.4400,1.799954
FILLER_172_374,VPWR,li1,178.2500,481.4400,1.799959
FILLER_172_371,VPWR,li1,176.8700,481.4400,1.799959
FILLER_172_368,VPWR,li1,175.4900,481.4400,1.799964
FILLER_172_365,VPWR,li1,174.1100,481.4400,1.799964
FILLER_172_361,VPWR,li1,172.2700,481.4400,1.799960
FILLER_172_358,VPWR,li1,170.8900,481.4400,1.799957
FILLER_172_355,VPWR,li1,169.5100,481.4400,1.799957
FILLER_172_344,VPWR,li1,164.2200,481.4400,1.799948
FILLER_172_341,VPWR,li1,163.0700,481.4400,1.799944
FILLER_172_338,VPWR,li1,161.6900,481.4400,1.799944
FILLER_172_327,VPWR,li1,156.6300,481.4400,1.799935
FILLER_172_324,VPWR,li1,155.2500,481.4400,1.799932
FILLER_172_321,VPWR,li1,153.8700,481.4400,1.799932
FILLER_172_318,VPWR,li1,152.4900,481.4400,1.799929
FILLER_172_309,VPWR,li1,147.8900,481.4400,1.799923
FILLER_172_306,VPWR,li1,146.7400,481.4400,1.799921
FILLER_172_303,VPWR,li1,145.5900,481.4400,1.799921
FILLER_172_300,VPWR,li1,144.2100,481.4400,1.799918
FILLER_172_297,VPWR,li1,142.8300,481.4400,1.799918
FILLER_172_294,VPWR,li1,141.4500,481.4400,1.799916
FILLER_172_291,VPWR,li1,140.0700,481.4400,1.799913
FILLER_172_288,VPWR,li1,138.6900,481.4400,1.799913
FILLER_172_285,VPWR,li1,137.3100,481.4400,1.799911
FILLER_172_282,VPWR,li1,135.9300,481.4400,1.799908
FILLER_172_279,VPWR,li1,134.5500,481.4400,1.799908
FILLER_172_276,VPWR,li1,133.1700,481.4400,1.799905
FILLER_172_265,VPWR,li1,128.1100,481.4400,1.799901
FILLER_172_262,VPWR,li1,126.7300,481.4400,1.799899
FILLER_172_259,VPWR,li1,125.3500,481.4400,1.799899
FILLER_172_256,VPWR,li1,123.9700,481.4400,1.799897
FILLER_172_253,VPWR,li1,122.5900,481.4400,1.799897
FILLER_172_251,VPWR,li1,121.2100,481.4400,1.799896
FILLER_172_248,VPWR,li1,120.2900,481.4400,1.799896
FILLER_172_228,VPWR,li1,111.0900,481.4400,1.799891
FILLER_172_225,VPWR,li1,109.7100,481.4400,1.799891
FILLER_172_222,VPWR,li1,108.3300,481.4400,1.799890
FILLER_172_185,VPWR,li1,91.0800,481.4400,1.799893
FILLER_172_173,VPWR,li1,85.7900,481.4400,1.799896
FILLER_172_147,VPWR,li1,73.3700,481.4400,1.799908
FILLER_172_144,VPWR,li1,72.4500,481.4400,1.799910
FILLER_172_141,VPWR,li1,71.0700,481.4400,1.799912
FILLER_172_139,VPWR,li1,69.6900,481.4400,1.799912
FILLER_172_136,VPWR,li1,68.7700,481.4400,1.799914
FILLER_172_133,VPWR,li1,67.3900,481.4400,1.799914
FILLER_172_130,VPWR,li1,66.0100,481.4400,1.799917
FILLER_172_127,VPWR,li1,64.6300,481.4400,1.799917
FILLER_172_124,VPWR,li1,63.2500,481.4400,1.799920
FILLER_172_97,VPWR,li1,50.3700,481.4400,1.799935
FILLER_172_94,VPWR,li1,49.4500,481.4400,1.799937
FILLER_172_91,VPWR,li1,48.0700,481.4400,1.799940
FILLER_172_88,VPWR,li1,46.6900,481.4400,1.799940
FILLER_172_85,VPWR,li1,45.3100,481.4400,1.799943
FILLER_172_81,VPWR,li1,43.4700,481.4400,1.799947
FILLER_172_78,VPWR,li1,42.0900,481.4400,1.799947
FILLER_172_75,VPWR,li1,40.7100,481.4400,1.799949
FILLER_172_72,VPWR,li1,39.3300,481.4400,1.799952
FILLER_172_69,VPWR,li1,37.9500,481.4400,1.799952
FILLER_172_59,VPWR,li1,33.1200,481.4400,1.799960
FILLER_172_56,VPWR,li1,31.9700,481.4400,1.799964
FILLER_172_53,VPWR,li1,30.5900,481.4400,1.799964
FILLER_172_50,VPWR,li1,29.2100,481.4400,1.799967
FILLER_172_47,VPWR,li1,27.8300,481.4400,1.799971
FILLER_172_44,VPWR,li1,26.4500,481.4400,1.799971
FILLER_172_41,VPWR,li1,25.0700,481.4400,1.799974
FILLER_172_38,VPWR,li1,23.6900,481.4400,1.799978
FILLER_172_35,VPWR,li1,22.3100,481.4400,1.799978
FILLER_172_32,VPWR,li1,20.9300,481.4400,1.799981
FILLER_172_29,VPWR,li1,19.5500,481.4400,1.799981
FILLER_172_27,VPWR,li1,18.1700,481.4400,1.799981
FILLER_172_15,VPWR,li1,13.1100,481.4400,1.799980
FILLER_172_12,VPWR,li1,11.7300,481.4400,1.799980
FILLER_172_9,VPWR,li1,10.3500,481.4400,1.799980
FILLER_172_6,VPWR,li1,8.9700,481.4400,1.799980
FILLER_172_3,VPWR,li1,7.5900,481.4400,1.799980
FILLER_171_1377,VPWR,li1,639.4000,476.0000,1.799987
FILLER_171_1348,VPWR,li1,626.2900,476.0000,1.799975
FILLER_171_1345,VPWR,li1,624.9100,476.0000,1.799975
FILLER_171_1343,VPWR,li1,623.5300,476.0000,1.799972
FILLER_171_1340,VPWR,li1,622.6100,476.0000,1.799972
FILLER_171_1337,VPWR,li1,621.2300,476.0000,1.799968
FILLER_171_1289,VPWR,li1,598.6900,476.0000,1.799945
FILLER_171_1287,VPWR,li1,597.7700,476.0000,1.799944
FILLER_171_1284,VPWR,li1,596.8500,476.0000,1.799944
FILLER_171_1255,VPWR,li1,583.5100,476.0000,1.799940
FILLER_171_1252,VPWR,li1,582.1300,476.0000,1.799939
FILLER_171_1236,VPWR,li1,574.7700,476.0000,1.799938
FILLER_171_1233,VPWR,li1,573.3900,476.0000,1.799938
FILLER_171_1231,VPWR,li1,572.0100,476.0000,1.799937
FILLER_171_1228,VPWR,li1,571.0900,476.0000,1.799937
FILLER_171_1225,VPWR,li1,569.7100,476.0000,1.799937
FILLER_171_1216,VPWR,li1,565.3400,476.0000,1.799937
FILLER_171_1213,VPWR,li1,564.1900,476.0000,1.799937
FILLER_171_1210,VPWR,li1,562.8100,476.0000,1.799938
FILLER_171_1207,VPWR,li1,561.4300,476.0000,1.799938
FILLER_171_1204,VPWR,li1,560.0500,476.0000,1.799938
FILLER_171_1201,VPWR,li1,558.6700,476.0000,1.799938
FILLER_171_1198,VPWR,li1,557.2900,476.0000,1.799939
FILLER_171_1195,VPWR,li1,555.9100,476.0000,1.799939
FILLER_171_1192,VPWR,li1,554.5300,476.0000,1.799939
FILLER_171_1189,VPWR,li1,553.1500,476.0000,1.799939
FILLER_171_1186,VPWR,li1,551.7700,476.0000,1.799939
FILLER_171_1183,VPWR,li1,550.3900,476.0000,1.799940
FILLER_171_1180,VPWR,li1,549.0100,476.0000,1.799940
FILLER_171_1177,VPWR,li1,547.6300,476.0000,1.799940
FILLER_171_1173,VPWR,li1,545.7900,476.0000,1.799940
FILLER_171_1170,VPWR,li1,544.4100,476.0000,1.799941
FILLER_171_1167,VPWR,li1,543.0300,476.0000,1.799941
FILLER_171_1164,VPWR,li1,541.6500,476.0000,1.799941
FILLER_171_1161,VPWR,li1,540.2700,476.0000,1.799941
FILLER_171_1149,VPWR,li1,534.2900,476.0000,1.799943
FILLER_171_1146,VPWR,li1,533.3700,476.0000,1.799943
FILLER_171_1143,VPWR,li1,531.9900,476.0000,1.799943
FILLER_171_1140,VPWR,li1,530.6100,476.0000,1.799943
FILLER_171_1137,VPWR,li1,529.2300,476.0000,1.799944
FILLER_171_1134,VPWR,li1,527.8500,476.0000,1.799944
FILLER_171_1131,VPWR,li1,526.4700,476.0000,1.799944
FILLER_171_1128,VPWR,li1,525.0900,476.0000,1.799944
FILLER_171_1105,VPWR,li1,514.2800,476.0000,1.799948
FILLER_171_1102,VPWR,li1,513.1300,476.0000,1.799949
FILLER_171_1099,VPWR,li1,511.7500,476.0000,1.799950
FILLER_171_1096,VPWR,li1,510.3700,476.0000,1.799950
FILLER_171_1093,VPWR,li1,508.9900,476.0000,1.799950
FILLER_171_1090,VPWR,li1,507.6100,476.0000,1.799951
FILLER_171_1087,VPWR,li1,506.2300,476.0000,1.799951
FILLER_171_1065,VPWR,li1,495.8800,476.0000,1.799956
FILLER_171_1054,VPWR,li1,491.0500,476.0000,1.799957
FILLER_171_1051,VPWR,li1,489.6700,476.0000,1.799958
FILLER_171_1048,VPWR,li1,488.2900,476.0000,1.799959
FILLER_171_1045,VPWR,li1,486.9100,476.0000,1.799959
FILLER_171_1042,VPWR,li1,485.5300,476.0000,1.799960
FILLER_171_1028,VPWR,li1,478.8600,476.0000,1.799948
FILLER_171_1009,VPWR,li1,470.1200,476.0000,1.799927
FILLER_171_1007,VPWR,li1,468.9700,476.0000,1.799923
FILLER_171_1004,VPWR,li1,468.0500,476.0000,1.799923
FILLER_171_1001,VPWR,li1,466.6700,476.0000,1.799918
FILLER_171_998,VPWR,li1,465.2900,476.0000,1.799918
FILLER_171_995,VPWR,li1,463.9100,476.0000,1.799914
FILLER_171_984,VPWR,li1,458.6200,476.0000,1.799906
FILLER_171_959,VPWR,li1,446.8900,476.0000,1.799887
FILLER_171_956,VPWR,li1,445.9700,476.0000,1.799887
FILLER_171_953,VPWR,li1,444.5900,476.0000,1.799886
FILLER_171_949,VPWR,li1,442.7500,476.0000,1.799883
FILLER_171_922,VPWR,li1,430.1000,476.0000,1.799872
FILLER_171_919,VPWR,li1,428.9500,476.0000,1.799872
FILLER_171_906,VPWR,li1,422.7400,476.0000,1.799865
FILLER_171_903,VPWR,li1,421.5900,476.0000,1.799865
FILLER_171_900,VPWR,li1,420.2100,476.0000,1.799863
FILLER_171_897,VPWR,li1,418.8300,476.0000,1.799863
FILLER_171_893,VPWR,li1,416.9900,476.0000,1.799861
FILLER_171_890,VPWR,li1,415.6100,476.0000,1.799859
FILLER_171_887,VPWR,li1,414.2300,476.0000,1.799859
FILLER_171_884,VPWR,li1,412.8500,476.0000,1.799857
FILLER_171_881,VPWR,li1,411.4700,476.0000,1.799855
FILLER_171_878,VPWR,li1,410.0900,476.0000,1.799855
FILLER_171_875,VPWR,li1,408.7100,476.0000,1.799854
FILLER_171_872,VPWR,li1,407.3300,476.0000,1.799853
FILLER_171_869,VPWR,li1,405.9500,476.0000,1.799851
FILLER_171_851,VPWR,li1,397.4400,476.0000,1.799846
FILLER_171_844,VPWR,li1,393.9900,476.0000,1.799845
FILLER_171_841,VPWR,li1,393.0700,476.0000,1.799844
FILLER_171_838,VPWR,li1,391.4600,476.0000,1.799844
FILLER_171_835,VPWR,li1,390.3100,476.0000,1.799843
FILLER_171_832,VPWR,li1,388.9300,476.0000,1.799843
FILLER_171_822,VPWR,li1,384.3300,476.0000,1.799841
FILLER_171_812,VPWR,li1,379.2700,476.0000,1.799840
FILLER_171_809,VPWR,li1,378.3500,476.0000,1.799840
FILLER_171_806,VPWR,li1,376.9700,476.0000,1.799839
FILLER_171_803,VPWR,li1,375.5900,476.0000,1.799839
FILLER_171_800,VPWR,li1,374.2100,476.0000,1.799839
FILLER_171_797,VPWR,li1,372.8300,476.0000,1.799839
FILLER_171_773,VPWR,li1,361.5600,476.0000,1.799849
FILLER_171_770,VPWR,li1,360.4100,476.0000,1.799852
FILLER_171_732,VPWR,li1,342.7000,476.0000,1.799894
FILLER_171_729,VPWR,li1,341.5500,476.0000,1.799903
FILLER_171_726,VPWR,li1,339.9400,476.0000,1.799903
FILLER_171_714,VPWR,li1,334.6500,476.0000,1.799921
FILLER_171_711,VPWR,li1,333.2700,476.0000,1.799929
FILLER_171_708,VPWR,li1,331.8900,476.0000,1.799929
FILLER_171_705,VPWR,li1,330.5100,476.0000,1.799935
FILLER_171_702,VPWR,li1,329.1300,476.0000,1.799942
FILLER_171_676,VPWR,li1,316.7100,476.0000,1.799918
FILLER_171_673,VPWR,li1,315.7900,476.0000,1.799915
FILLER_171_671,VPWR,li1,314.4100,476.0000,1.799915
FILLER_171_668,VPWR,li1,313.4900,476.0000,1.799910
FILLER_171_665,VPWR,li1,312.1100,476.0000,1.799910
FILLER_171_662,VPWR,li1,310.7300,476.0000,1.799905
FILLER_171_659,VPWR,li1,309.3500,476.0000,1.799905
FILLER_171_641,VPWR,li1,300.6100,476.0000,1.799887
FILLER_171_638,VPWR,li1,299.6900,476.0000,1.799887
FILLER_171_617,VPWR,li1,290.0300,476.0000,1.799873
FILLER_171_613,VPWR,li1,288.1900,476.0000,1.799870
FILLER_171_610,VPWR,li1,286.8100,476.0000,1.799870
FILLER_171_607,VPWR,li1,285.4300,476.0000,1.799867
FILLER_171_596,VPWR,li1,280.3700,476.0000,1.799863
FILLER_171_578,VPWR,li1,271.6300,476.0000,1.799857
FILLER_171_561,VPWR,li1,264.2700,476.0000,1.799856
FILLER_171_558,VPWR,li1,262.6600,476.0000,1.799856
FILLER_171_555,VPWR,li1,261.5100,476.0000,1.799857
FILLER_171_552,VPWR,li1,260.1300,476.0000,1.799857
FILLER_171_549,VPWR,li1,258.7500,476.0000,1.799857
FILLER_171_522,VPWR,li1,246.1000,476.0000,1.799861
FILLER_171_519,VPWR,li1,244.9500,476.0000,1.799861
FILLER_171_508,VPWR,li1,239.8900,476.0000,1.799864
FILLER_171_505,VPWR,li1,238.5100,476.0000,1.799865
FILLER_171_502,VPWR,li1,236.9000,476.0000,1.799867
FILLER_171_499,VPWR,li1,235.7500,476.0000,1.799867
FILLER_171_496,VPWR,li1,234.3700,476.0000,1.799868
FILLER_171_493,VPWR,li1,232.9900,476.0000,1.799868
FILLER_171_490,VPWR,li1,231.6100,476.0000,1.799870
FILLER_171_487,VPWR,li1,230.2300,476.0000,1.799870
FILLER_171_484,VPWR,li1,228.8500,476.0000,1.799872
FILLER_171_481,VPWR,li1,227.4700,476.0000,1.799872
FILLER_171_478,VPWR,li1,226.0900,476.0000,1.799873
FILLER_171_475,VPWR,li1,224.7100,476.0000,1.799873
FILLER_171_472,VPWR,li1,223.3300,476.0000,1.799875
FILLER_171_469,VPWR,li1,221.9500,476.0000,1.799876
FILLER_171_466,VPWR,li1,220.5700,476.0000,1.799876
FILLER_171_463,VPWR,li1,219.1900,476.0000,1.799877
FILLER_171_460,VPWR,li1,217.8100,476.0000,1.799879
FILLER_171_457,VPWR,li1,216.4300,476.0000,1.799879
FILLER_171_438,VPWR,li1,207.2300,476.0000,1.799887
FILLER_171_435,VPWR,li1,206.3100,476.0000,1.799887
FILLER_171_432,VPWR,li1,204.9300,476.0000,1.799890
FILLER_171_429,VPWR,li1,203.5500,476.0000,1.799890
FILLER_171_426,VPWR,li1,202.1700,476.0000,1.799893
FILLER_171_423,VPWR,li1,200.7900,476.0000,1.799893
FILLER_171_420,VPWR,li1,199.4100,476.0000,1.799895
FILLER_171_417,VPWR,li1,198.0300,476.0000,1.799897
FILLER_171_414,VPWR,li1,196.6500,476.0000,1.799897
FILLER_171_403,VPWR,li1,191.5900,476.0000,1.799905
FILLER_171_393,VPWR,li1,186.7600,476.0000,1.799917
FILLER_171_389,VPWR,li1,185.1500,476.0000,1.799923
FILLER_171_386,VPWR,li1,183.7700,476.0000,1.799923
FILLER_171_383,VPWR,li1,182.3900,476.0000,1.799929
FILLER_171_380,VPWR,li1,181.0100,476.0000,1.799929
FILLER_171_377,VPWR,li1,179.6300,476.0000,1.799936
FILLER_171_374,VPWR,li1,178.2500,476.0000,1.799936
FILLER_171_371,VPWR,li1,176.8700,476.0000,1.799943
FILLER_171_368,VPWR,li1,175.4900,476.0000,1.799943
FILLER_171_365,VPWR,li1,174.1100,476.0000,1.799934
FILLER_171_362,VPWR,li1,172.7300,476.0000,1.799934
FILLER_171_352,VPWR,li1,167.9000,476.0000,1.799918
FILLER_171_349,VPWR,li1,166.7500,476.0000,1.799910
FILLER_171_346,VPWR,li1,165.3700,476.0000,1.799910
FILLER_171_343,VPWR,li1,163.9900,476.0000,1.799901
FILLER_171_340,VPWR,li1,162.6100,476.0000,1.799901
FILLER_171_337,VPWR,li1,161.2300,476.0000,1.799893
FILLER_171_333,VPWR,li1,159.3900,476.0000,1.799886
FILLER_171_330,VPWR,li1,158.0100,476.0000,1.799886
FILLER_171_327,VPWR,li1,156.6300,476.0000,1.799877
FILLER_171_324,VPWR,li1,155.2500,476.0000,1.799877
FILLER_171_321,VPWR,li1,153.8700,476.0000,1.799868
FILLER_171_318,VPWR,li1,152.4900,476.0000,1.799868
FILLER_171_315,VPWR,li1,151.1100,476.0000,1.799859
FILLER_171_290,VPWR,li1,139.6100,476.0000,1.799831
FILLER_171_287,VPWR,li1,138.2300,476.0000,1.799827
FILLER_171_284,VPWR,li1,136.8500,476.0000,1.799827
FILLER_171_281,VPWR,li1,135.4700,476.0000,1.799823
FILLER_171_255,VPWR,li1,123.0500,476.0000,1.799806
FILLER_171_252,VPWR,li1,122.1300,476.0000,1.799806
FILLER_171_234,VPWR,li1,113.3900,476.0000,1.799805
FILLER_171_231,VPWR,li1,112.4700,476.0000,1.799805
FILLER_171_228,VPWR,li1,111.0900,476.0000,1.799804
FILLER_171_225,VPWR,li1,109.7100,476.0000,1.799804
FILLER_171_221,VPWR,li1,107.8700,476.0000,1.799804
FILLER_171_218,VPWR,li1,106.4900,476.0000,1.799804
FILLER_171_175,VPWR,li1,86.2500,476.0000,1.799808
FILLER_171_172,VPWR,li1,85.3300,476.0000,1.799808
FILLER_171_169,VPWR,li1,83.9500,476.0000,1.799809
FILLER_171_145,VPWR,li1,72.4500,476.0000,1.799819
FILLER_171_142,VPWR,li1,71.5300,476.0000,1.799819
FILLER_171_139,VPWR,li1,70.1500,476.0000,1.799821
FILLER_171_136,VPWR,li1,68.7700,476.0000,1.799823
FILLER_171_133,VPWR,li1,67.3900,476.0000,1.799827
FILLER_171_130,VPWR,li1,66.0100,476.0000,1.799827
FILLER_171_127,VPWR,li1,64.6300,476.0000,1.799833
FILLER_171_124,VPWR,li1,63.2500,476.0000,1.799837
FILLER_171_121,VPWR,li1,61.8700,476.0000,1.799837
FILLER_171_94,VPWR,li1,48.9900,476.0000,1.799871
FILLER_171_91,VPWR,li1,48.0700,476.0000,1.799877
FILLER_171_88,VPWR,li1,46.6900,476.0000,1.799877
FILLER_171_85,VPWR,li1,45.3100,476.0000,1.799883
FILLER_171_60,VPWR,li1,33.3500,476.0000,1.799921
FILLER_171_57,VPWR,li1,32.4300,476.0000,1.799928
FILLER_171_55,VPWR,li1,31.0500,476.0000,1.799928
FILLER_171_52,VPWR,li1,30.1300,476.0000,1.799936
FILLER_171_49,VPWR,li1,28.7500,476.0000,1.799936
FILLER_171_46,VPWR,li1,27.3700,476.0000,1.799945
FILLER_171_43,VPWR,li1,25.9900,476.0000,1.799945
FILLER_171_40,VPWR,li1,24.6100,476.0000,1.799955
FILLER_171_37,VPWR,li1,23.2300,476.0000,1.799955
FILLER_171_34,VPWR,li1,21.8500,476.0000,1.799964
FILLER_171_15,VPWR,li1,13.1100,476.0000,1.799964
FILLER_171_12,VPWR,li1,11.7300,476.0000,1.799964
FILLER_171_9,VPWR,li1,10.3500,476.0000,1.799964
FILLER_171_6,VPWR,li1,8.9700,476.0000,1.799964
FILLER_171_3,VPWR,li1,7.5900,476.0000,1.799964
FILLER_170_1376,VPWR,li1,639.1700,476.0000,1.799987
FILLER_170_1373,VPWR,li1,637.7900,476.0000,1.799987
FILLER_170_1369,VPWR,li1,635.9500,476.0000,1.799987
FILLER_170_1366,VPWR,li1,634.5700,476.0000,1.799987
FILLER_170_1349,VPWR,li1,626.5200,476.0000,1.799975
FILLER_170_1346,VPWR,li1,625.3700,476.0000,1.799975
FILLER_170_1343,VPWR,li1,623.9900,476.0000,1.799972
FILLER_170_1340,VPWR,li1,622.6100,476.0000,1.799972
FILLER_170_1337,VPWR,li1,621.2300,476.0000,1.799968
FILLER_170_1334,VPWR,li1,619.8500,476.0000,1.799968
FILLER_170_1331,VPWR,li1,618.4700,476.0000,1.799965
FILLER_170_1328,VPWR,li1,617.0900,476.0000,1.799965
FILLER_170_1315,VPWR,li1,610.6500,476.0000,1.799956
FILLER_170_1312,VPWR,li1,609.7300,476.0000,1.799956
FILLER_170_1304,VPWR,li1,606.0500,476.0000,1.799951
FILLER_170_1287,VPWR,li1,597.7700,476.0000,1.799944
FILLER_170_1261,VPWR,li1,585.8100,476.0000,1.799940
FILLER_170_1250,VPWR,li1,581.2100,476.0000,1.799939
FILLER_170_1247,VPWR,li1,579.8300,476.0000,1.799939
FILLER_170_1244,VPWR,li1,578.4500,476.0000,1.799939
FILLER_170_1241,VPWR,li1,577.0700,476.0000,1.799938
FILLER_170_1238,VPWR,li1,575.6900,476.0000,1.799938
FILLER_170_1235,VPWR,li1,574.3100,476.0000,1.799938
FILLER_170_1232,VPWR,li1,572.9300,476.0000,1.799937
FILLER_170_1217,VPWR,li1,565.8000,476.0000,1.799937
FILLER_170_1214,VPWR,li1,564.6500,476.0000,1.799937
FILLER_170_1211,VPWR,li1,563.2700,476.0000,1.799937
FILLER_170_1208,VPWR,li1,561.8900,476.0000,1.799938
FILLER_170_1205,VPWR,li1,560.5100,476.0000,1.799938
FILLER_170_1202,VPWR,li1,558.9000,476.0000,1.799938
FILLER_170_1199,VPWR,li1,557.7500,476.0000,1.799938
FILLER_170_1196,VPWR,li1,556.3700,476.0000,1.799939
FILLER_170_1193,VPWR,li1,554.9900,476.0000,1.799939
FILLER_170_1190,VPWR,li1,553.6100,476.0000,1.799939
FILLER_170_1176,VPWR,li1,547.1700,476.0000,1.799940
FILLER_170_1173,VPWR,li1,545.7900,476.0000,1.799940
FILLER_170_1170,VPWR,li1,544.4100,476.0000,1.799941
FILLER_170_1167,VPWR,li1,543.0300,476.0000,1.799941
FILLER_170_1164,VPWR,li1,541.6500,476.0000,1.799941
FILLER_170_1161,VPWR,li1,540.2700,476.0000,1.799941
FILLER_170_1158,VPWR,li1,538.8900,476.0000,1.799942
FILLER_170_1155,VPWR,li1,537.5100,476.0000,1.799942
FILLER_170_1152,VPWR,li1,536.1300,476.0000,1.799942
FILLER_170_1149,VPWR,li1,534.7500,476.0000,1.799943
FILLER_170_1147,VPWR,li1,533.3700,476.0000,1.799943
FILLER_170_1144,VPWR,li1,532.4500,476.0000,1.799943
FILLER_170_1141,VPWR,li1,531.0700,476.0000,1.799943
FILLER_170_1138,VPWR,li1,529.6900,476.0000,1.799943
FILLER_170_1135,VPWR,li1,528.3100,476.0000,1.799944
FILLER_170_1112,VPWR,li1,517.2700,476.0000,1.799947
FILLER_170_1109,VPWR,li1,516.3500,476.0000,1.799947
FILLER_170_1106,VPWR,li1,514.9700,476.0000,1.799948
FILLER_170_1103,VPWR,li1,513.5900,476.0000,1.799949
FILLER_170_1100,VPWR,li1,512.2100,476.0000,1.799949
FILLER_170_1093,VPWR,li1,508.9900,476.0000,1.799950
FILLER_170_1090,VPWR,li1,507.3800,476.0000,1.799951
FILLER_170_1075,VPWR,li1,500.4800,476.0000,1.799953
FILLER_170_1064,VPWR,li1,495.4200,476.0000,1.799956
FILLER_170_1061,VPWR,li1,494.2700,476.0000,1.799957
FILLER_170_1058,VPWR,li1,492.8900,476.0000,1.799957
FILLER_170_1055,VPWR,li1,491.5100,476.0000,1.799957
FILLER_170_1052,VPWR,li1,490.1300,476.0000,1.799958
FILLER_170_1049,VPWR,li1,488.7500,476.0000,1.799958
FILLER_170_1046,VPWR,li1,487.3700,476.0000,1.799959
FILLER_170_1043,VPWR,li1,485.9900,476.0000,1.799960
FILLER_170_1040,VPWR,li1,484.6100,476.0000,1.799960
FILLER_170_1037,VPWR,li1,483.2300,476.0000,1.799961
FILLER_170_1033,VPWR,li1,481.3900,476.0000,1.799955
FILLER_170_1030,VPWR,li1,480.0100,476.0000,1.799948
FILLER_170_1027,VPWR,li1,478.6300,476.0000,1.799948
FILLER_170_1024,VPWR,li1,477.2500,476.0000,1.799940
FILLER_170_1021,VPWR,li1,475.8700,476.0000,1.799940
FILLER_170_1011,VPWR,li1,470.8100,476.0000,1.799927
FILLER_170_1008,VPWR,li1,469.8900,476.0000,1.799927
FILLER_170_1005,VPWR,li1,468.5100,476.0000,1.799923
FILLER_170_997,VPWR,li1,464.6000,476.0000,1.799914
FILLER_170_979,VPWR,li1,456.0900,476.0000,1.799901
FILLER_170_976,VPWR,li1,455.1700,476.0000,1.799901
FILLER_170_958,VPWR,li1,446.6600,476.0000,1.799887
FILLER_170_955,VPWR,li1,445.5100,476.0000,1.799887
FILLER_170_952,VPWR,li1,444.1300,476.0000,1.799886
FILLER_170_949,VPWR,li1,442.7500,476.0000,1.799883
FILLER_170_946,VPWR,li1,441.3700,476.0000,1.799883
FILLER_170_943,VPWR,li1,439.9900,476.0000,1.799881
FILLER_170_940,VPWR,li1,438.6100,476.0000,1.799881
FILLER_170_925,VPWR,li1,431.2500,476.0000,1.799873
FILLER_170_922,VPWR,li1,430.1000,476.0000,1.799872
FILLER_170_919,VPWR,li1,428.9500,476.0000,1.799872
FILLER_170_916,VPWR,li1,427.5700,476.0000,1.799870
FILLER_170_913,VPWR,li1,426.1900,476.0000,1.799868
FILLER_170_910,VPWR,li1,424.8100,476.0000,1.799868
FILLER_170_886,VPWR,li1,413.5400,476.0000,1.799857
FILLER_170_883,VPWR,li1,412.3900,476.0000,1.799857
FILLER_170_880,VPWR,li1,411.0100,476.0000,1.799855
FILLER_170_877,VPWR,li1,409.6300,476.0000,1.799854
FILLER_170_874,VPWR,li1,408.2500,476.0000,1.799854
FILLER_170_867,VPWR,li1,404.5700,476.0000,1.799851
FILLER_170_850,VPWR,li1,396.9800,476.0000,1.799846
FILLER_170_847,VPWR,li1,395.8300,476.0000,1.799846
FILLER_170_819,VPWR,li1,382.9500,476.0000,1.799841
FILLER_170_816,VPWR,li1,381.5700,476.0000,1.799840
FILLER_170_813,VPWR,li1,380.1900,476.0000,1.799840
FILLER_170_809,VPWR,li1,378.3500,476.0000,1.799840
